property_ID,postal_code,locality,price_€,property_type,property_subtype,sale_type,bedrooms,living_area_m²,equipped_kitchen,furnished,open_fire,terrace,terrace_area_m²,garden_area_m²,number_of_facades,swimming_pool,state_of_building
RBU65539,2870,Puurs-Sint-Amands,395 000,house,Residence,,2,150,0,0,0,1,,,2,0,Excellent
